level,what,area,bandwidth,n,type,season,year,area_km,int_m2,int_km2
0.5,estimate,2049603246,12004.27015,37,vhf,calving,1996,2049.603246,2049603246,2049.603246
0.95,estimate,7198529477,11063.20915,35,vhf,calving,1997,7198.529477,5305319827,5305.319827
0.9,estimate,5763841659,11063.20915,35,vhf,calving,1997,5763.841659,4325288828,4325.288828
0.5,estimate,1701067666,11063.20915,35,vhf,calving,1997,1701.067666,1349132177,1349.132177
0.95,estimate,8094621058,11273.02006,44,vhf,calving,1998,8094.621058,7576532638,7576.532638
0.9,estimate,6540592055,11273.02006,44,vhf,calving,1998,6540.592055,6397086768,6397.086768
0.5,estimate,2262880078,11273.02006,44,vhf,calving,1998,2262.880078,2262880078,2262.880078
0.95,estimate,9042894194,11889.4563,56,vhf,calving,1999,9042.894194,8512179591,8512.179591
0.9,estimate,6987032349,11889.4563,56,vhf,calving,1999,6987.032349,6774610359,6774.610359
0.5,estimate,2254243447,11889.4563,56,vhf,calving,1999,2254.243447,2254243447,2254.243447
0.95,estimate,5089964356,8958.657583,48,vhf,calving,2000,5089.964356,4539970267,4539.970267
0.9,estimate,3894354248,8958.657583,48,vhf,calving,2000,3894.354248,3573110467,3573.110467
0.5,estimate,940779185.3,8958.657583,48,vhf,calving,2000,940.7791853,940779185.3,940.7791853
0.95,estimate,4751613440,8983.357876,63,vhf,calving,2001,4751.61344,4169408717,4169.408717
0.9,estimate,3584532858,8983.357876,63,vhf,calving,2001,3584.532858,3297549812,3297.549812
0.5,estimate,1107654762,8983.357876,63,vhf,calving,2001,1107.654762,1107654762,1107.654762
0.95,estimate,5372471715,8598.550295,64,vhf,calving,2002,5372.471715,4858236441,4858.236441
0.9,estimate,4068478494,8598.550295,64,vhf,calving,2002,4068.478494,4035498673,4035.498673
0.5,estimate,1191004810,8598.550295,64,vhf,calving,2002,1191.00481,1191004810,1191.00481
0.95,estimate,10333138950,13576.58107,20,vhf,calving,2003,10333.13895,9876195792,9876.195792
0.9,estimate,8205716880,13576.58107,20,vhf,calving,2003,8205.71688,8024635882,8024.635882
0.5,estimate,2315674132,13576.58107,20,vhf,calving,2003,2315.674132,2315674132,2315.674132
0.95,estimate,14807185883,17205.78563,24,vhf,calving,2004,14807.18588,9692809738,9692.809738
0.9,estimate,11743263877,17205.78563,24,vhf,calving,2004,11743.26388,8564414882,8564.414882
0.5,estimate,3220229317,17205.78563,24,vhf,calving,2004,3220.229317,2590740068,2590.740068
0.95,estimate,4821066510,9908.021041,15,vhf,calving,2005,4821.06651,3930482616,3930.482616
0.9,estimate,3795918277,9908.021041,15,vhf,calving,2005,3795.918277,3159819269,3159.819269
0.5,estimate,1010465644,9908.021041,15,vhf,calving,2005,1010.465644,977735592,977.735592
0.95,estimate,6243716279,10398.78784,26,vhf,calving,2006,6243.716279,5949381889,5949.381889
0.9,estimate,4721548166,10398.78784,26,vhf,calving,2006,4721.548166,4631370328,4631.370328
0.5,estimate,1352775189,10398.78784,26,vhf,calving,2006,1352.775189,1352775189,1352.775189
0.95,estimate,3391161066,7919.499118,31,vhf,calving,2007,3391.161066,2666850677,2666.850677
0.9,estimate,2536628924,7919.499118,31,vhf,calving,2007,2536.628924,2051879214,2051.879214
0.5,estimate,734377433.3,7919.499118,31,vhf,calving,2007,734.3774333,711476372.8,711.4763728
0.95,estimate,1743215695,6124.946408,27,vhf,calving,2008,1743.215695,1611282365,1611.282365
0.9,estimate,1405009924,6124.946408,27,vhf,calving,2008,1405.009924,1343263801,1343.263801
0.5,estimate,443881938,6124.946408,27,vhf,calving,2008,443.881938,443881938,443.881938
0.95,estimate,10068285752,11701.49903,40,vhf,postcalving,1992,10068.28575,9598514747,9598.514747
0.9,estimate,7741311564,11701.49903,40,vhf,postcalving,1992,7741.311564,7635549064,7635.549064
0.5,estimate,1759111069,11701.49903,40,vhf,postcalving,1992,1759.111069,1759111069,1759.111069
0.95,estimate,6010255810,9935.07633,38,vhf,postcalving,1993,6010.25581,5511337815,5511.337815
0.9,estimate,4727558002,9935.07633,38,vhf,postcalving,1993,4727.558002,4418976489,4418.976489
0.5,estimate,1167970367,9935.07633,38,vhf,postcalving,1993,1167.970367,1167970367,1167.970367
0.95,estimate,9912650844,9291.761822,399,vhf,postcalving,1994,9912.650844,9327171834,9327.171834
0.9,estimate,8026902084,9291.761822,399,vhf,postcalving,1994,8026.902084,7709020457,7709.020457
0.5,estimate,2531769010,9291.761822,399,vhf,postcalving,1994,2531.76901,2530591888,2530.591888
0.95,estimate,9845341333,9885.193322,303,vhf,postcalving,1995,9845.341333,8989386749,8989.386749
0.9,estimate,8021497540,9885.193322,303,vhf,postcalving,1995,8021.49754,7485855630,7485.85563
0.5,estimate,2774539124,9885.193322,303,vhf,postcalving,1995,2774.539124,2708478146,2708.478146
0.95,estimate,8551092255,9399.119609,217,vhf,postcalving,1996,8551.092255,7589886982,7589.886982
0.9,estimate,6581591378,9399.119609,217,vhf,postcalving,1996,6581.591378,5918392754,5918.392754
0.5,estimate,1850188126,9399.119609,217,vhf,postcalving,1996,1850.188126,1828987590,1828.98759
0.95,estimate,9576776646,10165.93635,342,vhf,postcalving,1997,9576.776646,8555256020,8555.25602
0.9,estimate,7802292494,10165.93635,342,vhf,postcalving,1997,7802.292494,7130568344,7130.568344
0.5,estimate,2869430753,10165.93635,342,vhf,postcalving,1997,2869.430753,2823887425,2823.887425
0.95,estimate,10454454667,11001.94434,289,vhf,postcalving,1998,10454.45467,9693569053,9693.569053
0.9,estimate,8556602187,11001.94434,289,vhf,postcalving,1998,8556.602187,8146186541,8146.186541
0.5,estimate,3086832681,11001.94434,289,vhf,postcalving,1998,3086.832681,3059493977,3059.493977
0.95,estimate,9732289025,11377.09174,260,vhf,postcalving,1999,9732.289025,8403237037,8403.237037
0.9,estimate,7897200536,11377.09174,260,vhf,postcalving,1999,7897.200536,7186114428,7186.114428
0.5,estimate,2719442067,11377.09174,260,vhf,postcalving,1999,2719.442067,2719442067,2719.442067
0.95,estimate,10029700270,11522.44581,277,vhf,postcalving,2000,10029.70027,8993009606,8993.009606
0.9,estimate,8122256629,11522.44581,277,vhf,postcalving,2000,8122.256629,7663238885,7663.238885
0.5,estimate,2820106820,11522.44581,277,vhf,postcalving,2000,2820.10682,2820106820,2820.10682
0.95,estimate,10498340194,13381.78845,216,vhf,postcalving,2001,10498.34019,7967826115,7967.826115
0.9,estimate,8292110326,13381.78845,216,vhf,postcalving,2001,8292.110326,6712122251,6712.122251
0.5,estimate,2497181104,13381.78845,216,vhf,postcalving,2001,2497.181104,2464726717,2464.726717
0.95,estimate,9471345223,11032.53048,225,vhf,postcalving,2002,9471.345223,8151583085,8151.583085
0.9,estimate,7625733197,11032.53048,225,vhf,postcalving,2002,7625.733197,6733886702,6733.886702
0.5,estimate,2381096942,11032.53048,225,vhf,postcalving,2002,2381.096942,2381096942,2381.096942
0.95,estimate,5786216857,8091.329863,195,vhf,postcalving,2003,5786.216857,4778122041,4778.122041
0.9,estimate,4383407321,8091.329863,195,vhf,postcalving,2003,4383.407321,3821309242,3821.309242
0.5,estimate,1371208352,8091.329863,195,vhf,postcalving,2003,1371.208352,1367106064,1367.106064
0.95,estimate,15176465705,15980.59184,105,vhf,postcalving,2004,15176.46571,11513526803,11513.5268
0.9,estimate,12284015462,15980.59184,105,vhf,postcalving,2004,12284.01546,9939557454,9939.557454
0.5,estimate,4051451693,15980.59184,105,vhf,postcalving,2004,4051.451693,3759399263,3759.399263
0.95,estimate,19237945902,18485.70655,99,vhf,postcalving,2005,19237.9459,10163435122,10163.43512
0.9,estimate,15513604825,18485.70655,99,vhf,postcalving,2005,15513.60482,9394256995,9394.256995
0.5,estimate,5009951921,18485.70655,99,vhf,postcalving,2005,5009.951921,4416626833,4416.626833
0.95,estimate,12299052098,12795.09474,249,vhf,postcalving,2006,12299.0521,9243141490,9243.14149
0.9,estimate,10085512802,12795.09474,249,vhf,postcalving,2006,10085.5128,7859808897,7859.808897
0.5,estimate,3446806885,12795.09474,249,vhf,postcalving,2006,3446.806885,2636557361,2636.557361
0.95,estimate,10819368066,12200.9704,213,vhf,postcalving,2007,10819.36807,8987683607,8987.683607
0.9,estimate,8741845861,12200.9704,213,vhf,postcalving,2007,8741.845861,7474184334,7474.184334
0.5,estimate,2912494159,12200.9704,213,vhf,postcalving,2007,2912.494159,2789612368,2789.612368
0.95,estimate,6693749519,8280.447205,215,vhf,postcalving,2008,6693.749519,4112039205,4112.039205
0.9,estimate,5269571568,8280.447205,215,vhf,postcalving,2008,5269.571568,3168641668,3168.641668
0.5,estimate,1591889060,8280.447205,215,vhf,postcalving,2008,1591.88906,1005695546,1005.695546
0.95,estimate,20913978898,17632.02988,52,vhf,precalving,1992,20913.9789,13359331668,13359.33167
0.9,estimate,16357418683,17632.02988,52,vhf,precalving,1992,16357.41868,11747689716,11747.68972
0.5,estimate,5041946361,17632.02988,52,vhf,precalving,1992,5041.946361,4126950121,4126.950121
0.95,estimate,25052217186,17631.17001,127,vhf,precalving,1993,25052.21719,10940298453,10940.29845
0.9,estimate,20302419908,17631.17001,127,vhf,precalving,1993,20302.41991,9955899454,9955.899454
0.5,estimate,6295827833,17631.17001,127,vhf,precalving,1993,6295.827833,5470735005,5470.735005
0.95,estimate,16734201027,15238.3274,105,vhf,precalving,1994,16734.20103,10782986027,10782.98603
0.9,estimate,12808986360,15238.3274,105,vhf,precalving,1994,12808.98636,8817803967,8817.803967
0.5,estimate,3615457287,15238.3274,105,vhf,precalving,1994,3615.457287,2165785184,2165.785184
0.95,estimate,26760234462,19308.7515,186,vhf,precalving,1995,26760.23446,12720902232,12720.90223
0.9,estimate,21380582657,19308.7515,186,vhf,precalving,1995,21380.58266,11656521124,11656.52112
0.5,estimate,7321013060,19308.7515,186,vhf,precalving,1995,7321.01306,3553763530,3553.76353
0.95,estimate,13240946600,11869.22601,146,vhf,precalving,1996,13240.9466,9370475832,9370.475832
0.9,estimate,9957670968,11869.22601,146,vhf,precalving,1996,9957.670968,7967192477,7967.192477
0.5,estimate,3128928205,11869.22601,146,vhf,precalving,1996,3128.928205,3128928205,3128.928205
0.95,estimate,25390383477,17840.70191,129,vhf,precalving,1997,25390.38348,13541541213,13541.54121
0.9,estimate,20029741375,17840.70191,129,vhf,precalving,1997,20029.74138,11843848193,11843.84819
0.5,estimate,7119638561,17840.70191,129,vhf,precalving,1997,7119.638561,4716423313,4716.423313
0.95,estimate,17253474757,15025.42988,154,vhf,precalving,1998,17253.47476,9840300249,9840.300249
0.9,estimate,13696589497,15025.42988,154,vhf,precalving,1998,13696.5895,8454372304,8454.372304
0.5,estimate,4115261623,15025.42988,154,vhf,precalving,1998,4115.261623,3540870926,3540.870926
0.95,estimate,19260048322,12810.85865,206,vhf,precalving,1999,19260.04832,13599241636,13599.24164
0.9,estimate,15131475610,12810.85865,206,vhf,precalving,1999,15131.47561,12133147186,12133.14719
0.5,estimate,3733554874,12810.85865,206,vhf,precalving,1999,3733.554874,3575189469,3575.189469
0.95,estimate,29129881719,18999.75532,141,vhf,precalving,2000,29129.88172,14127258194,14127.25819
0.9,estimate,23674079828,18999.75532,141,vhf,precalving,2000,23674.07983,13357017398,13357.0174
0.5,estimate,8117418460,18999.75532,141,vhf,precalving,2000,8117.41846,5774392061,5774.392061
0.95,estimate,19812654906,16797.44522,70,vhf,precalving,2001,19812.65491,10116565917,10116.56592
0.9,estimate,15465485410,16797.44522,70,vhf,precalving,2001,15465.48541,8412307719,8412.307719
0.5,estimate,4589865195,16797.44522,70,vhf,precalving,2001,4589.865195,2948128973,2948.128973
0.95,estimate,14015734476,11370.90885,197,vhf,precalving,2002,14015.73448,12428963401,12428.9634
0.9,estimate,11104743852,11370.90885,197,vhf,precalving,2002,11104.74385,10714267175,10714.26717
0.5,estimate,3536899739,11370.90885,197,vhf,precalving,2002,3536.899739,3536899739,3536.899739
0.95,estimate,36867056739,22158.69765,163,vhf,precalving,2003,36867.05674,13229752993,13229.75299
0.9,estimate,29305645640,22158.69765,163,vhf,precalving,2003,29305.64564,12389830609,12389.83061
0.5,estimate,9791412798,22158.69765,163,vhf,precalving,2003,9791.412798,6377580630,6377.58063
0.95,estimate,36410677922,20337.47634,110,vhf,precalving,2004,36410.67792,14351070346,14351.07035
0.9,estimate,29530178411,20337.47634,110,vhf,precalving,2004,29530.17841,14351070346,14351.07035
0.5,estimate,7625953167,20337.47634,110,vhf,precalving,2004,7625.953167,5265936793,5265.936793
0.95,estimate,31430597476,20764.80236,94,vhf,precalving,2005,31430.59748,14060261153,14060.26115
0.9,estimate,25129716958,20764.80236,94,vhf,precalving,2005,25129.71696,13508911571,13508.91157
0.5,estimate,8278941378,20764.80236,94,vhf,precalving,2005,8278.941378,6518824363,6518.824363
0.95,estimate,19851120701,14475.1591,148,vhf,precalving,2006,19851.1207,9709478299,9709.478299
0.9,estimate,15572193905,14475.1591,148,vhf,precalving,2006,15572.1939,8848813472,8848.813472
0.5,estimate,4814277384,14475.1591,148,vhf,precalving,2006,4814.277384,4325528522,4325.528522
0.95,estimate,4520993903,6793.157613,136,vhf,precalving,2007,4520.993903,4520993903,4520.993903
0.9,estimate,3640209993,6793.157613,136,vhf,precalving,2007,3640.209993,3640209993,3640.209993
0.5,estimate,1138301911,6793.157613,136,vhf,precalving,2007,1138.301911,1138301911,1138.301911
0.95,estimate,18886201039,15577.76843,127,vhf,precalving,2008,18886.20104,11534724170,11534.72417
0.9,estimate,14702066223,15577.76843,127,vhf,precalving,2008,14702.06622,10126220905,10126.22091
0.5,estimate,4058593669,15577.76843,127,vhf,precalving,2008,4058.593669,4058593669,4058.593669
0.95,estimate,20968105496,15784.07112,171,vhf,rut,1992,20968.1055,6415301640,6415.30164
0.9,estimate,16242324932,15784.07112,171,vhf,rut,1992,16242.32493,4729823616,4729.823616
0.5,estimate,4407131560,15784.07112,171,vhf,rut,1992,4407.13156,1010385977,1010.385977
0.95,estimate,26608000216,17470.14777,147,vhf,rut,1993,26608.00022,13185654743,13185.65474
0.9,estimate,21402031736,17470.14777,147,vhf,rut,1993,21402.03174,10790587789,10790.58779
0.5,estimate,5527905834,17470.14777,147,vhf,rut,1993,5527.905834,3103580772,3103.580772
0.95,estimate,36759718735,21201.79034,194,vhf,rut,1994,36759.71873,14082382053,14082.38205
0.9,estimate,30255812313,21201.79034,194,vhf,rut,1994,30255.81231,13529480246,13529.48025
0.5,estimate,10215677574,21201.79034,194,vhf,rut,1994,10215.67757,7407910286,7407.910286
0.95,estimate,24455685176,15473.83372,224,vhf,rut,1995,24455.68518,14257786638,14257.78664
0.9,estimate,20030983902,15473.83372,224,vhf,rut,1995,20030.9839,13652788399,13652.7884
0.5,estimate,6332412602,15473.83372,224,vhf,rut,1995,6332.412602,5342203331,5342.203331
0.95,estimate,30282810462,17426.46297,234,vhf,rut,1996,30282.81046,10166705772,10166.70577
0.9,estimate,23072056672,17426.46297,234,vhf,rut,1996,23072.05667,8228824646,8228.824646
0.5,estimate,5798639447,17426.46297,234,vhf,rut,1996,5798.639447,2801693019,2801.693019
0.95,estimate,21198109467,13955.84017,295,vhf,rut,1997,21198.10947,11766582159,11766.58216
0.9,estimate,17095234362,13955.84017,295,vhf,rut,1997,17095.23436,10866057311,10866.05731
0.5,estimate,6071421403,13955.84017,295,vhf,rut,1997,6071.421403,5392585697,5392.585697
0.95,estimate,24007753848,15200.17618,250,vhf,rut,1998,24007.75385,13271696540,13271.69654
0.9,estimate,19324051108,15200.17618,250,vhf,rut,1998,19324.05111,12723890483,12723.89048
0.5,estimate,7042949452,15200.17618,250,vhf,rut,1998,7042.949452,7042949452,7042.949452
0.95,estimate,43604048838,20948.69531,256,vhf,rut,1999,43604.04884,14351070346,14351.07035
0.9,estimate,36211821900,20948.69531,256,vhf,rut,1999,36211.8219,14351070346,14351.07035
0.5,estimate,13502936192,20948.69531,256,vhf,rut,1999,13502.93619,8705107039,8705.107039
0.95,estimate,18314017540,15507.60813,152,vhf,rut,2000,18314.01754,9515051226,9515.051226
0.9,estimate,13678899336,15507.60813,152,vhf,rut,2000,13678.89934,8421331429,8421.331429
0.5,estimate,3816175861,15507.60813,152,vhf,rut,2000,3816.175861,3415326418,3415.326418
0.95,estimate,15681713645,12855.65296,172,vhf,rut,2001,15681.71364,7130558117,7130.558117
0.9,estimate,10907107098,12855.65296,172,vhf,rut,2001,10907.1071,4823755180,4823.75518
0.5,estimate,2574172948,12855.65296,172,vhf,rut,2001,2574.172948,889822117.4,889.8221174
0.95,estimate,20606628866,14424.0668,254,vhf,rut,2002,20606.62887,2191041860,2191.04186
0.9,estimate,16663386183,14424.0668,254,vhf,rut,2002,16663.38618,1698526506,1698.526506
0.5,estimate,5826833795,14424.0668,254,vhf,rut,2002,5826.833795,166075453.1,166.0754531
0.95,estimate,42360165795,22709.40016,148,vhf,rut,2003,42360.16579,14351070346,14351.07035
0.9,estimate,34206924788,22709.40016,148,vhf,rut,2003,34206.92479,14351070346,14351.07035
0.5,estimate,12198358449,22709.40016,148,vhf,rut,2003,12198.35845,8127950980,8127.95098
0.95,estimate,32453656653,22149.78823,131,vhf,rut,2004,32453.65665,4972061568,4972.061568
0.9,estimate,24130251227,22149.78823,131,vhf,rut,2004,24130.25123,3393737403,3393.737403
0.5,estimate,6245491403,22149.78823,131,vhf,rut,2004,6245.491403,223274578.5,223.2745785
0.95,estimate,28536567139,18146.37625,200,vhf,rut,2005,28536.56714,9821790140,9821.79014
0.9,estimate,22806681412,18146.37625,200,vhf,rut,2005,22806.68141,8775048096,8775.048096
0.5,estimate,7682463619,18146.37625,200,vhf,rut,2005,7682.463619,3619841055,3619.841055
0.95,estimate,44792571552,24948.35014,111,vhf,rut,2006,44792.57155,14351070346,14351.07035
0.9,estimate,36405682534,24948.35014,111,vhf,rut,2006,36405.68253,14351070346,14351.07035
0.5,estimate,10762390428,24948.35014,111,vhf,rut,2006,10762.39043,7922524546,7922.524546
0.95,estimate,53209333017,29281.51266,143,vhf,rut,2007,53209.33302,12923799480,12923.79948
0.9,estimate,41375942892,29281.51266,143,vhf,rut,2007,41375.94289,9857807033,9857.807033
0.5,estimate,11060663752,29281.51266,143,vhf,rut,2007,11060.66375,2227207330,2227.20733
0.95,estimate,58678585929,30722.79862,183,vhf,rut,2008,58678.58593,9046421307,9046.421307
0.9,estimate,44323415323,30722.79862,183,vhf,rut,2008,44323.41532,4965902291,4965.902291
0.5,estimate,8577398877,30722.79862,183,vhf,rut,2008,8577.398877,0,0
0.95,estimate,14863871904,13680.42088,111,vhf,summer,1994,14863.8719,10413369995,10413.37
0.9,estimate,12394123801,13680.42088,111,vhf,summer,1994,12394.1238,9230544291,9230.544291
0.5,estimate,4555731608,13680.42088,111,vhf,summer,1994,4555.731608,3913771188,3913.771188
0.95,estimate,9406337780,10756.38855,115,vhf,summer,1995,9406.33778,5321818030,5321.81803
0.9,estimate,6873434157,10756.38855,115,vhf,summer,1995,6873.434157,3927348043,3927.348043
0.5,estimate,1986206435,10756.38855,115,vhf,summer,1995,1986.206435,1336488777,1336.488777
0.95,estimate,18525394156,14609.9955,222,vhf,summer,1996,18525.39416,13906146705,13906.1467
0.9,estimate,15122306329,14609.9955,222,vhf,summer,1996,15122.30633,12710514904,12710.5149
0.5,estimate,5461268291,14609.9955,222,vhf,summer,1996,5461.268291,5054012455,5054.012455
0.95,estimate,15894328864,14147.73667,197,vhf,summer,1997,15894.32886,11950673834,11950.67383
0.9,estimate,13106846031,14147.73667,197,vhf,summer,1997,13106.84603,10949248462,10949.24846
0.5,estimate,4884193607,14147.73667,197,vhf,summer,1997,4884.193607,4884151220,4884.15122
0.95,estimate,12072836810,11084.36487,296,vhf,summer,1998,12072.83681,9162664504,9162.664504
0.9,estimate,9708390938,11084.36487,296,vhf,summer,1998,9708.390938,7782052833,7782.052833
0.5,estimate,3183461411,11084.36487,296,vhf,summer,1998,3183.461411,3006267455,3006.267455
0.95,estimate,18655868914,13770.82552,297,vhf,summer,1999,18655.86891,12328990658,12328.99066
0.9,estimate,15158325505,13770.82552,297,vhf,summer,1999,15158.3255,11198558599,11198.5586
0.5,estimate,4380223938,13770.82552,297,vhf,summer,1999,4380.223938,3708253423,3708.253423
0.95,estimate,23073018861,16107.9619,269,vhf,summer,2000,23073.01886,13972463331,13972.46333
0.9,estimate,18982192462,16107.9619,269,vhf,summer,2000,18982.19246,13136673849,13136.67385
0.5,estimate,7282397402,16107.9619,269,vhf,summer,2000,7282.397402,6478159621,6478.159621
0.95,estimate,20312145183,16862.59632,192,vhf,summer,2001,20312.14518,12607026401,12607.0264
0.9,estimate,16447993997,16862.59632,192,vhf,summer,2001,16447.994,11368577555,11368.57756
0.5,estimate,5358326274,16862.59632,192,vhf,summer,2001,5358.326274,3598225257,3598.225257
0.95,estimate,22410916694,15756.09671,211,vhf,summer,2002,22410.91669,13736070497,13736.0705
0.9,estimate,18265445600,15756.09671,211,vhf,summer,2002,18265.4456,12787462215,12787.46221
0.5,estimate,6231579986,15756.09671,211,vhf,summer,2002,6231.579986,5976385337,5976.385337
0.95,estimate,16391404388,13081.84553,222,vhf,summer,2003,16391.40439,10311801439,10311.80144
0.9,estimate,13121537197,13081.84553,222,vhf,summer,2003,13121.5372,8956895482,8956.895482
0.5,estimate,4408562418,13081.84553,222,vhf,summer,2003,4408.562418,3197240298,3197.240298
0.95,estimate,20393975060,15875.7877,102,vhf,summer,2004,20393.97506,12937009910,12937.00991
0.9,estimate,16720054544,15875.7877,102,vhf,summer,2004,16720.05454,11992046377,11992.04638
0.5,estimate,5860843821,15875.7877,102,vhf,summer,2004,5860.843821,5676789091,5676.789091
0.95,estimate,27534216504,18485.07652,134,vhf,summer,2005,27534.2165,14351070346,14351.07035
0.9,estimate,22731490560,18485.07652,134,vhf,summer,2005,22731.49056,14323649625,14323.64963
0.5,estimate,8465643572,18485.07652,134,vhf,summer,2005,8465.643572,6828958392,6828.958392
0.95,estimate,26079215028,17202.04468,215,vhf,summer,2006,26079.21503,13499463255,13499.46326
0.9,estimate,21624366638,17202.04468,215,vhf,summer,2006,21624.36664,12513190772,12513.19077
0.5,estimate,7707252892,17202.04468,215,vhf,summer,2006,7707.252892,5966945548,5966.945548
0.95,estimate,23496089952,16626.65462,88,vhf,summer,2007,23496.08995,14349676822,14349.67682
0.9,estimate,18793718424,16626.65462,88,vhf,summer,2007,18793.71842,14121425034,14121.42503
0.5,estimate,5925221308,16626.65462,88,vhf,summer,2007,5925.221308,5803555504,5803.555504
0.95,estimate,24088340735,16248.58062,169,vhf,summer,2008,24088.34074,12710281345,12710.28134
0.9,estimate,17393731318,16248.58062,169,vhf,summer,2008,17393.73132,11183033802,11183.0338
0.5,estimate,4042337927,16248.58062,169,vhf,summer,2008,4042.337927,3847338244,3847.338244
0.95,estimate,36466086908,21728.76579,105,vhf,winter,1991,36466.08691,14351070346,14351.07035
0.9,estimate,29953430247,21728.76579,105,vhf,winter,1991,29953.43025,13646529193,13646.52919
0.5,estimate,10600589384,21728.76579,105,vhf,winter,1991,10600.58938,5229762609,5229.762609
0.95,estimate,37817224293,23199.31225,146,vhf,winter,1992,37817.22429,10658010711,10658.01071
0.9,estimate,30721181465,23199.31225,146,vhf,winter,1992,30721.18146,9545074206,9545.074206
0.5,estimate,10990459711,23199.31225,146,vhf,winter,1992,10990.45971,4373021532,4373.021532
0.95,estimate,25092695905,15332.00268,225,vhf,winter,1993,25092.6959,12785114836,12785.11484
0.9,estimate,19714400242,15332.00268,225,vhf,winter,1993,19714.40024,10343408860,10343.40886
0.5,estimate,4839629838,15332.00268,225,vhf,winter,1993,4839.629838,2191561232,2191.561232
0.95,estimate,37984624651,21223.79522,302,vhf,winter,1994,37984.62465,11780337014,11780.33701
0.9,estimate,28793099378,21223.79522,302,vhf,winter,1994,28793.09938,7763247655,7763.247655
0.5,estimate,6630718101,21223.79522,302,vhf,winter,1994,6630.718101,211026136.7,211.0261367
0.95,estimate,32082555368,18065.11725,322,vhf,winter,1995,32082.55537,13778750002,13778.75
0.9,estimate,26291506211,18065.11725,322,vhf,winter,1995,26291.50621,13106916839,13106.91684
0.5,estimate,10500441175,18065.11725,322,vhf,winter,1995,10500.44118,8063993990,8063.99399
0.95,estimate,30527735191,14422.71468,510,vhf,winter,1996,30527.73519,9869670745,9869.670745
0.9,estimate,21670172050,14422.71468,510,vhf,winter,1996,21670.17205,6749016468,6749.016468
0.5,estimate,5223706621,14422.71468,510,vhf,winter,1996,5223.706621,553694577.1,553.6945771
0.95,estimate,30363772077,15679.58412,360,vhf,winter,1997,30363.77208,13540091195,13540.09119
0.9,estimate,24137825200,15679.58412,360,vhf,winter,1997,24137.8252,10847447804,10847.4478
0.5,estimate,5673111260,15679.58412,360,vhf,winter,1997,5673.11126,1812187027,1812.187027
0.95,estimate,26850430277,16107.02916,233,vhf,winter,1998,26850.43028,14351070346,14351.07035
0.9,estimate,22162109291,16107.02916,233,vhf,winter,1998,22162.10929,14069979332,14069.97933
0.5,estimate,6982762180,16107.02916,233,vhf,winter,1998,6982.76218,5507213273,5507.213273
0.95,estimate,48320636015,22575.60588,321,vhf,winter,1999,48320.63601,14351070346,14351.07035
0.9,estimate,40542318423,22575.60588,321,vhf,winter,1999,40542.31842,14333538842,14333.53884
0.5,estimate,15578459237,22575.60588,321,vhf,winter,1999,15578.45924,7468323994,7468.323994
0.95,estimate,42604272089,23081.43212,264,vhf,winter,2000,42604.27209,12944934189,12944.93419
0.9,estimate,34369234195,23081.43212,264,vhf,winter,2000,34369.23419,11753197538,11753.19754
0.5,estimate,8142226076,23081.43212,264,vhf,winter,2000,8142.226076,3757144416,3757.144416
0.95,estimate,20477408169,14527.26881,207,vhf,winter,2001,20477.40817,10765672181,10765.67218
0.9,estimate,16541601959,14527.26881,207,vhf,winter,2001,16541.60196,9186629676,9186.629676
0.5,estimate,5579002935,14527.26881,207,vhf,winter,2001,5579.002935,4467412179,4467.412179
0.95,estimate,37492788209,20512.79201,368,vhf,winter,2002,37492.78821,9359903019,9359.903019
0.9,estimate,29146432612,20512.79201,368,vhf,winter,2002,29146.43261,7322945593,7322.945593
0.5,estimate,7451088839,20512.79201,368,vhf,winter,2002,7451.088839,111130873,111.130873
0.95,estimate,43848137453,21765.89365,286,vhf,winter,2003,43848.13745,14351070346,14351.07035
0.9,estimate,35919042916,21765.89365,286,vhf,winter,2003,35919.04292,14351070346,14351.07035
0.5,estimate,12720574129,21765.89365,286,vhf,winter,2003,12720.57413,7786086484,7786.086484
0.95,estimate,30466683653,19923.75455,303,vhf,winter,2005,30466.68365,7629325253,7629.325253
0.9,estimate,23896704394,19923.75455,303,vhf,winter,2005,23896.70439,6432766538,6432.766538
0.5,estimate,7006515451,19923.75455,303,vhf,winter,2005,7006.515451,3274901482,3274.901482
0.95,estimate,46526355800,23522.57532,300,vhf,winter,2006,46526.3558,13037379255,13037.37926
0.9,estimate,37864336351,23522.57532,300,vhf,winter,2006,37864.33635,11628546389,11628.54639
0.5,estimate,12104742315,23522.57532,300,vhf,winter,2006,12104.74232,6616895049,6616.895049
0.95,estimate,45562252070,26581.28215,236,vhf,winter,2007,45562.25207,13299028346,13299.02835
0.9,estimate,36851717581,26581.28215,236,vhf,winter,2007,36851.71758,11954922731,11954.92273
0.5,estimate,12840031720,26581.28215,236,vhf,winter,2007,12840.03172,5993431715,5993.431715
