system:index,caribou_density,mean,p0,p100,p25,p50,p75,stdDev,.geo
0_0,1.0,1148.0484008161027,465.5,2216.0,979.5169280679306,1115.486558287619,1283.4464422223955,227.5184661399514,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,2.0,1045.3311293639608,514.0,1857.8709677419354,939.5280771861912,1027.4901461601892,1131.46406975109,154.33837093730352,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,3.0,1110.854264618823,602.6666666666666,1972.0,987.5355297783204,1091.4749859078274,1211.4772576225732,172.26930815423023,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,4.0,1165.7653312640489,630.0,1952.0,1027.5163125292268,1147.5061448613337,1283.470546068969,189.99194742554337,"{""type"":""MultiPoint"",""coordinates"":[]}"
