system:index,caribou_density,mean,p0,p100,p25,p50,p75,stdDev,.geo
0_0,1.0,913.6171782489587,119.0,1732.0,771.6837753261466,915.4640905300579,1051.4753846089038,210.82070686253488,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,2.0,1007.8257664021335,103.0,1948.5,851.506293862139,1011.4964558852673,1163.475540832525,235.04696515706095,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,3.0,977.1443748354015,299.0,1660.1666666666667,851.5265186630886,979.498199759968,1099.4704151592816,189.31287764388478,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,4.0,901.1676778860183,403.0,1505.5,779.5034613244296,907.4790489370699,1019.4596292442286,170.6254279743078,"{""type"":""MultiPoint"",""coordinates"":[]}"
