system:index,caribou_density,mean,p0,p100,p25,p50,p75,stdDev,.geo
0_0,1.0,1044.266985575975,291.0,2033.0,891.5193156201317,1027.4904201162597,1179.4808883862786,221.44514394439517,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,2.0,1009.8072623826458,325.0,1809.8,883.5096097655996,1003.5022819714056,1131.493137444423,184.9915233022262,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,3.0,1064.4660820118816,517.0,1818.0,923.5067499306134,1051.495404002197,1203.4731935049203,201.17909790019195,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,4.0,1132.689036336475,730.5,1845.0,1011.524681724846,1115.4959296700363,1243.4535189140095,165.58218949828168,"{""type"":""MultiPoint"",""coordinates"":[]}"
