system:index,caribou_density,mean,p0,p100,p25,p50,p75,stdDev,.geo
0_0,1.0,657.7859138595022,30.5,1913.0,435.51686548993473,611.5125015288337,883.5068381118277,303.09028497457734,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,2.0,801.9633511022494,167.0,1860.0,627.5314654461207,803.4913058252326,971.4862903618565,249.81002594597157,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,3.0,976.15091464112,366.0,1773.0,835.5189901813601,955.4997976095009,1107.4706664960981,199.98596723055041,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,4.0,925.7731657400818,514.5,1769.6666666666667,779.5144548937652,899.5055542624997,1035.474236468098,192.66763834990593,"{""type"":""MultiPoint"",""coordinates"":[]}"
